set_num,name,year,theme_id,num_parts,matte,transparent
30182-1,Santa,2012,228,57,59.0,3.0
30183-1,Little Car,2013,30,50,42.0,13.0
30184-1,Little Helicopter,2013,22,56,53.0,6.0
30185-1,Little Eagle,2013,22,48,52.0,0.0
30186-1,Christmas Tree,2013,228,51,40.0,11.0
30187-1,Fast Car,2014,23,56,53.0,8.0
30188-1,Cute Kitten,2014,22,54,60.0,0.0
30189-1,Transport Plane,2014,22,49,46.0,5.0
30190-1,Ferrari 150° Italia,2012,114,33,37.0,0.0
3019-1,Big Bat,1998,434,23,23.0,0.0
30191-1,Scuderia Ferrari Truck,2012,114,40,41.0,0.0
30192-1,Ferrari F40,2012,114,47,50.0,3.0
30193-1,250 GT Berlinetta,2012,114,24,23.0,3.0
30194-1,458 Italia,2012,114,32,30.0,5.0
30195-1,FXX,2012,114,52,56.0,0.0
30196-1,Shell F1 Team,2012,114,47,40.0,12.0
30197-1,Snowman,2014,22,60,60.0,0.0
30-2,Small Ship Set,1973,433,26,24.0,2.0
30200-1,Zombie Chauffeur Coffin Car,2012,558,32,29.0,5.0
3020-1,Raft of Johnse,1998,297,18,20.0,0.0
30201-1,Ghost,2012,558,33,36.0,0.0
30202-1,Smoothie Stand,2015,494,37,38.0,5.0
30203-1,Mini Golf,2015,494,26,32.0,0.0
30204-1,Wish Fountain,2015,494,44,41.0,10.0
30205-1,Pop Star,2015,494,33,30.0,11.0
302-1,Straight Road Plates (without crosswalk),1983,84,2,2.0,0.0
30210-1,Frodo with Cooking Corner,2012,566,35,36.0,3.0
3021-1,King Pharaoh the Third,1998,297,17,14.0,3.0
30211-1,Uruk Hai with Ballista,2012,566,21,21.0,0.0
30212-1,Mirkwood Elf Guard,2012,563,27,23.0,5.0
30213-1,Gandalf at Dol Guldur,2012,563,31,32.0,1.0
30215-1,Legolas Greenleaf,2013,564,33,35.0,0.0
30216-1,Lake-town Guard,2013,564,31,33.0,0.0
30218-1,Snail,2015,504,6,6.0,0.0
302-2,Straight Road Plates (with crosswalk),1978,84,2,2.0,0.0
30220-1,Fire Speedboat,2013,58,40,40.0,4.0
3022-1,Plane of Hurrykain,1998,297,23,23.0,1.0
30221-1,Fire Car,2013,58,36,32.0,7.0
30222-1,Police Helicopter,2013,61,33,29.0,7.0
30224-1,Lawn Mower,2013,52,41,40.0,4.0
30225-1,Seaplane,2013,55,37,34.0,7.0
30226-1,Police Helicopter ,2014,61,48,37.0,15.0
30227-1,Police Watercraft,2014,61,36,32.0,4.0
30228-1,Police ATV,2014,61,42,37.0,5.0
30229-1,Repair Lift,2014,56,40,36.0,6.0
30230-1,Mini Mech,2013,146,28,21.0,9.0
3023-1,Slyboot Car,1998,297,23,23.0,1.0
30231-1,Space Insectoid,2013,146,27,25.0,7.0
30240-1,Z-95 Headhunter,2013,160,54,55.0,6.0
30241-1,Mandalorian Fighter,2013,160,49,48.0,7.0
30242-1,Republic Frigate,2013,164,45,43.0,4.0
30243-1,Umbaran MHC,2013,160,49,46.0,6.0
30244-1,Anakin's Jedi Intercepter,2014,159,45,42.0,5.0
30246-1,Imperial Shuttle,2014,158,57,52.0,5.0
30247-1,ARC-170 Starfighter,2014,158,54,55.0,4.0
30250-1,Ewar's Acro-Fighter,2013,571,33,32.0,3.0
3025-1,25th Anniversary Silver Bucket,1998,469,601,601.0,0.0
30251-1,Winzar's Pack Patrol,2013,571,38,34.0,6.0
30252-1,Crug's Swamp Jet,2013,571,23,23.0,1.0
30253-1,Leonidas' Jungle Dragster,2013,571,30,27.0,3.0
30254-1,Razcal's Double-Crosser,2013,571,36,32.0,6.0
30255-1,Crawley,2013,571,11,8.0,5.0
30256-1,Ice Bear Mech,2015,571,39,33.0,6.0
30259-1,Azari’s Magic Fire,2015,600,27,23.0,6.0
30260-1,Lone Ranger’s Pump Car,2013,575,24,26.0,0.0
3026-1,25th Anniversary Silver Tub,1998,469,1201,1201.0,0.0
30261-1,Tonto's Campfire,2013,575,20,19.0,4.0
30262-1,Gorzan's Walker ,2014,571,34,25.0,9.0
30263-1,Spider Crawler,2014,571,40,35.0,5.0
30264-1,Frax' Phoenix Flyer,2014,571,32,31.0,5.0
30265-1,Worriz' Fire Bike,2014,571,31,32.0,5.0
30266-1,Sykor's Ice Cruiser,2014,571,25,20.0,5.0
30270-1,Kraang's Turtle Target Practice,2013,570,36,40.0,5.0
3027-1,25th Anniversary Silver Bucket,1998,399,418,418.0,2.0
30271-1,Mikey's Mini-Shellraiser,2014,570,46,44.0,2.0
30272-1,A-Wing Starfighter,2015,159,58,51.0,10.0
30274-1,AT-DP,2015,159,65,66.0,2.0
30275-1,TIE Advanced Prototype,2015,159,47,45.0,3.0
30276-1,First Order Special Forces TIE Fighter Set,2015,158,41,41.0,3.0
30277-1,First Order Star Destroyer,2016,184,56,51.0,11.0
30278-1,Poe's X-wing Fighter,2015,159,64,60.0,10.0
30279-1,Kylo Ren's Command Shuttle,2016,184,43,38.0,7.0
30280-1,The Piece of Resistance,2014,578,33,30.0,8.0
3028-1,25th Anniversary Silver Tub,1998,399,843,840.0,5.0
30281-1,Micro Manager Battle,2014,578,27,30.0,2.0
30282-1,Super Secret Police Enforcer,2014,578,40,35.0,10.0
30283-1,Off-Road,2015,30,43,39.0,7.0
30284-1,Tractor,2015,23,51,49.0,7.0
30285-1,Tiger,2015,31,73,81.0,0.0
30286-1,Christmas Tree,2015,227,65,77.0,2.0
30291-1,Anacondrai Battle Mech,2015,435,43,43.0,0.0
30292-1,Jay Nano Mech,2015,435,54,57.0,0.0
30293-1,Kai Drifter,2015,435,43,40.0,7.0
30294-1,The Cowler Dragon,2015,435,45,48.0,2.0
30300-1,The Batman Tumbler,2014,484,57,55.0,2.0
30301-1,Batwing,2014,484,45,38.0,9.0
30302-1,Spider-Man,2014,488,45,44.0,1.0
30303-1,The Joker Bumper Car,2015,484,47,43.0,5.0
30304-1,The Avengers Quinjet,2015,487,56,50.0,8.0
30305-1,Spider-Man Super Jumper,2015,488,38,35.0,6.0
303-1,Basic Building Set,1987,467,33,33.0,0.0
30310-1,Arctic Scout,2014,65,39,37.0,9.0
30311-1,Swamp Police Helicopter,2015,61,51,46.0,10.0
30312-1,Demolition Driller,2015,56,40,40.0,3.0
30313-1,Garbage Truck,2015,63,48,48.0,4.0
30314-1,Go-Kart Racer,2015,63,45,40.0,8.0
30315-1,Space Utility Vehicle,2015,93,39,37.0,2.0
303-2,Aeroplane,1964,374,46,45.0,1.0
30320-1,Gallimimus Trap,2015,602,29,27.0,5.0
3032-1,Medium Bucket,1999,469,600,600.0,0.0
30321-1,Duck,2016,504,4,4.0,0.0
3033-1,Basic Bulk Tub (American Version),1998,473,1200,1200.0,0.0
3033-2,Basic Bulk Tub (Overseas Version),2002,473,1200,1200.0,0.0
30338-1,Fire Car,2017,295,32,28.0,4.0
30346-1,Prison Island Helicopter,2016,61,46,43.0,8.0
30347-1,Fire Car,2016,58,53,48.0,10.0
30348-1,Mini Dumper,2016,56,45,46.0,3.0
30349-1,Sports Car,2016,52,47,43.0,9.0
30350-1,Volcano Jackhammer,2016,52,53,48.0,5.0
30351-1,Police Helicopter,2017,61,44,38.0,11.0
30352-1,Police Car,2017,61,50,44.0,11.0
30354-1,Hot Rod,2017,52,36,33.0,4.0
30371-1,Knight's Cycle,2016,605,41,38.0,7.0
30372-1,Robin's Mini Fortrex,2016,605,45,36.0,12.0
30373-1,Knighton Hyper Cannon,2016,605,47,45.0,6.0
30374-1,The Lava Slinger,2016,605,39,32.0,7.0
30375-1,Sira's Adventurous Airglider,2016,600,24,27.0,0.0
30376-1,Knighton Rider,2017,605,42,41.0,2.0
30377-1,Motor Horse polybag,2017,605,52,44.0,8.0
30378-1,Shrunken Headquarters,2017,605,48,48.0,3.0
3038-1,Spider Slayer,1998,3,367,372.0,3.0
3039-1,Adventurers Plane,1999,297,23,23.0,1.0
30396-1,Cupcake Stall,2016,494,28,29.0,4.0
30397-1,Olaf's Summertime Fun,2016,579,48,48.0,6.0
30398-1,Adventure Camp Bridge,2016,494,35,38.0,0.0
30399-1,Bowling Alley,2016,494,51,46.0,10.0
30400-1,Gymnastic Bar,2017,494,26,28.0,2.0
3040-1,Challenger Set 200,1998,470,155,154.0,1.0
30401-1,Emma's Pool Slide,2017,494,45,45.0,4.0
304-1,Basic Building Set,1985,467,31,31.0,0.0
3041-1,Big Bucket of Fun,1998,470,468,468.0,2.0
304-2,Tractor & Trailer,1964,375,82,82.0,0.0
30421-1,Skybound Plane,2016,435,30,29.0,2.0
30422-1,Kai's Mini Dragon,2016,435,40,38.0,8.0
30423-1,Anchor-Jet,2016,435,37,37.0,0.0
30424-1,WU-CRU Training Dojo,2016,435,43,47.0,0.0
30446-1,The Batmobile,2016,484,63,58.0,9.0
30447-1,Captain America's Motorcycle,2016,493,25,24.0,1.0
30448-1,Spider-Man vs. The Venom Symbiote,2016,488,49,47.0,2.0
30449-1,The Milano,2017,493,64,66.0,1.0
3047-1,Halloween Bucket,1998,230,256,257.0,1.0
30471-1,Helicopter,2016,22,47,44.0,6.0
30472-1,Parrot,2016,22,43,44.0,0.0
30473-1,Racer,2016,591,30,29.0,1.0
30474-1,Reindeer,2016,227,77,81.0,0.0
30476-1,Turtle,2017,31,33,36.0,0.0
30496-1,U-Wing Fighter,2017,185,55,53.0,8.0
3050-1,Shanghai Surprise,1999,434,108,104.0,5.0
305-1,Two Crater Plates,1979,143,2,2.0,0.0
3051-1,Blaze Attack,1999,434,144,133.0,11.0
305-2,Fire Engine,1964,376,170,158.0,12.0
3052-1,Ninja Fire Fortress,1999,434,173,167.0,6.0
30521-1,The Mini Batmobile,2017,484,68,63.0,5.0
30522-1,Batman in the Phantom Zone polybag,2016,484,59,55.0,12.0
30523-1,The Joker Battle Training,2017,484,49,40.0,15.0
30524-1,The Mini Batwing,2017,484,80,74.0,11.0
3053-1,Emperor's Stronghold,1999,434,335,324.0,11.0
3054-1,Kelloggs Promotional Set: TECHNIC Motorcycle,1998,13,30,30.0,0.0
30546-1,Krypto Saves the Day,2017,482,55,42.0,21.0
3055-1,Adventurers Car,1998,297,21,21.0,0.0
3056-1,Go-Kart,1998,82,23,22.0,1.0
3057-1,Create 'n' Race - Master Builders,2000,12,106,105.0,1.0
3058-1,Busy City - Master Builders (Masterbuilders),2000,97,73,68.0,9.0
3059-1,Mars Mission - Master Builders (Masterbuilders),2000,93,90,87.0,3.0
30601-1,Scooby-Doo,2016,603,2,2.0,0.0
30602-1,First Order Stormtrooper,2016,158,7,7.0,0.0
30603-1,Batman Classic TV Series - Mr. Freeze,2016,484,16,18.0,3.0
30604-1,Cosmic Boy,2016,482,7,4.0,3.0
30605-1,Finn (FN-2187),2016,184,3,3.0,0.0
30606-1,Nightwing,2016,482,6,4.0,2.0
30607-1,Disco Batman - Tears of Batman,2017,484,13,15.0,0.0
306-1,Two Lunar Landing Plates,1979,143,2,2.0,0.0
3061-1,City Park Café,2012,494,244,233.0,30.0
30611-1,R2-D2,2017,158,70,80.0,0.0
306-2,VW Garage,1958,372,45,43.0,2.0
3063-1,Heartlake Flying Club,2012,494,197,200.0,5.0
3065-1,Olivia’s Tree House,2012,494,214,218.0,2.0
3066-1,Cosmos Glider,1999,93,19,14.0,5.0
3066-3,Circus Acrobat Polybag,2013,504,3,3.0,0.0
3067-1,Test Shuttle,1999,93,21,19.0,2.0
3068-1,Radar Buggy,1999,93,25,24.0,3.0
3069-1,Cosmic Wing,1999,93,23,20.0,6.0
3070-1,Mosquito,1999,134,21,14.0,7.0
3071-1,Light Flyer,1999,134,19,15.0,5.0
307-2,VW Auto Showroom,1958,372,51,48.0,3.0
3072-1,Mega Tack,1999,134,23,16.0,8.0
3073-1,Booster,1999,134,21,14.0,7.0
3074-1,Red Ninja's Dragon Glider,1999,434,20,18.0,2.0
3075-1,Ninja Master's Boat,1999,434,21,19.0,2.0
3076-1,White Ninja's Attack Cart,1999,434,23,23.0,0.0
3077-1,Ninja Shogun's Small Fort,1999,434,21,20.0,2.0
3078-1,Kellogg's Promotional Set: Car,1998,468,17,16.0,1.0
3079-1,Kellogg's Promotional Set: Duck,1998,468,14,14.0,0.0
3080-1,Kellogg's Promotional Set: Plane,1998,468,16,15.0,1.0
308-1,Bracelet Sympathy,1979,404,40,40.0,0.0
3081-1,Kellogg's Promotional Set: Helicopter,1998,468,16,15.0,1.0
308-2,Basic Building Set,1985,467,34,33.0,1.0
308-3,Fire Station,1958,372,109,96.0,13.0
309-1,Bracelet Spring,1979,404,38,38.0,0.0
309-2,Church,1958,372,149,149.0,0.0
3093-1,Fun Playground,2001,504,31,31.0,0.0
309314-1,Lego City - Police on Alert!,2011,497,19,19.0,0.0
31000-1,Mini Speeder,2013,22,65,60.0,12.0
31001-1,Mini Skyfighter,2013,22,62,58.0,13.0
31002-1,Super Racer,2013,22,121,124.0,6.0
31003-1,Red Rotors,2013,42,145,139.0,11.0
31004-1,Fierce Flyer,2013,22,166,169.0,3.0
31005-1,Construction Hauler,2013,22,256,245.0,21.0
31006-1,Highway Speedster,2013,39,286,278.0,23.0
31007-1,Power Mech,2013,22,223,200.0,30.0
31008-1,Thunder Wings,2013,22,235,234.0,12.0
31009-1,Small Cottage,2013,43,271,267.0,13.0
31010-1,Treehouse,2013,43,356,365.0,7.0
31011-1,Aviation Adventures,2013,42,619,621.0,16.0
31012-1,Family House,2013,43,755,714.0,66.0
31013-1,Red Thunder,2014,22,66,59.0,13.0
31014-1,Power Digger,2014,22,63,64.0,3.0
31015-1,Emerald Express,2014,22,56,114.0,8.0
31017-1,Sunset Speeder,2014,22,119,118.0,9.0
31018-1,Highway Cruiser,2014,22,129,128.0,7.0
31019-1,Forest Animals,2014,22,272,276.0,0.0
31020-1,Twinblade Adventures,2014,22,216,211.0,12.0
31021-1,Furry Creatures,2014,22,285,296.0,0.0
31022-1,Turbo Quad,2014,39,186,182.0,9.0
31023-1,Yellow Racers,2014,22,328,329.0,11.0
31024-1,Roaring Power,2014,22,374,360.0,25.0
31025-1,Mountain Hut,2014,22,550,528.0,39.0
31026-1,Bike Shop & Cafe,2014,22,1022,961.0,63.0
31027-1,Blue Racer,2015,23,67,62.0,10.0
31028-1,Sea Plane,2015,23,53,49.0,10.0
31029-1,Cargo Heli,2015,23,132,128.0,13.0
310-3,Tug,1973,363,45,40.0,5.0
31030-1,Red Go-Kart,2015,23,106,108.0,3.0
31031-1,Rainforest Animals,2015,40,215,217.0,5.0
31032-1,Red Creatures,2015,40,221,222.0,4.0
31033-1,Vehicle Transporter,2015,23,264,244.0,31.0
31034-1,Future Flyer,2015,32,237,229.0,12.0
31035-1,Beach Hut,2015,43,286,276.0,21.0
31036-1,Toy & Grocery Shop,2015,43,465,445.0,35.0
31037-1,Adventure Vehicles,2015,22,282,274.0,20.0
31038-1,Changing Seasons,2015,22,535,531.0,21.0
31039-1,Blue Power Jet,2015,22,607,604.0,19.0
310-4,Basic Building Set,1985,467,46,46.0,0.0
31040-1,Desert Racers,2016,22,65,56.0,14.0
31041-1,Construction Vehicles,2016,22,64,62.0,5.0
31042-1,Super Soarer,2016,22,100,88.0,16.0
31043-1,Chopper transporter,2016,22,124,117.0,16.0
31044-1,Park Animals,2016,22,202,207.0,0.0
31045-1,Ocean Explorer,2016,22,213,207.0,17.0
31046-1,Fast Car,2016,22,222,214.0,16.0
31047-1,Propeller Plane,2016,22,230,235.0,5.0
31048-1,Lakeside Lodge,2016,22,371,373.0,13.0
31049-1,Twin Spin Helicopter,2016,22,326,323.0,15.0
310-5,ESSO Filling Station,1958,372,96,90.0,6.0
31050-1,Corner Deli,2016,22,467,461.0,22.0
31051-1,Lighthouse Point,2016,22,527,510.0,36.0
31052-1,Vacation Getaways,2016,22,791,767.0,50.0
31053-1,Treehouse Adventures,2016,22,387,392.0,13.0
31054-1,Blue Express,2017,22,71,69.0,4.0
31055-1,Red Racer,2017,22,72,63.0,13.0
31056-1,Green Cruiser,2016,22,122,111.0,14.0
31057-1,Air Blazer,2016,22,102,99.0,4.0
31058-1,Mighty Dinosaurs,2017,22,174,177.0,5.0
31059-1,Sunset Street Bike,2016,22,185,178.0,7.0
31060-1,Airshow Aces,2016,22,246,231.0,26.0
31062-1,Robo Explorer 1,2017,22,205,202.0,16.0
31063-1,Beachside Vacation,2017,22,275,278.0,9.0
31064-1,Seaplane Adventures,2017,22,359,343.0,16.0
31065-1,Park Street Townhouse,2017,22,565,576.0,21.0
31066-1,Space Shuttle Explorer,2017,22,285,272.0,13.0
31067-1,Modular Poolside Holiday,2017,22,352,355.0,6.0
31068-1,Modular Modern Home,2017,22,386,360.0,26.0
31069-1,Modular Family Villa,2017,22,728,697.0,31.0
31070-1,Turbo Track Racer,2017,22,664,640.0,24.0
311-1,Ferry,1973,363,82,70.0,12.0
311-3,Basic Set,1984,469,34,34.0,0.0
311-4,Airplanes,1961,374,79,69.0,10.0
31-2,Medium Ship Set,1973,453,21,21.0,0.0
312-3,Tanker,1973,363,111,96.0,15.0
312-4,Boats,1961,377,107,105.0,2.0
313-1,London Bus,1966,378,140,140.0,0.0
31313-1,Mindstorms EV3,2013,262,600,605.0,0.0
314-1,Police Boat,1976,363,52,45.0,8.0
314-2,Large & Small Wheels & Turn-Table,1963,379,35,35.0,0.0
3146-1,Carry and Shopping Accessories,1999,451,12,12.0,0.0
315-1,Basic Building Set,1990,467,62,62.0,0.0
315-2,Container Transport,1976,363,84,79.0,7.0
315-3,European Taxie,1963,378,48,37.0,11.0
316-1,Fire Fighter Ship,1978,363,141,125.0,17.0
316-2,Farm Tractor,1963,375,49,49.0,0.0
317-1,Truck,1963,378,125,118.0,7.0
317-2,Basic Building Set,1987,467,68,68.0,0.0
3177-1,Small Car,2010,63,43,40.0,5.0
3178-1,Seaplane,2010,59,101,100.0,7.0
3179-1,Repair Truck,2010,63,122,107.0,20.0
3180-1,Tank Truck,2010,50,221,208.0,25.0
318-1,Windmill Set,1963,367,153,150.0,3.0
3181-1,Passenger Plane,2010,53,308,278.0,34.0
3181-2,Passenger Plane - ANA Version,2010,53,296,266.0,34.0
3182-1,Airport,2010,53,704,643.0,78.0
3183-1,Stephanie’s Cool Convertible,2012,494,148,139.0,15.0
3184-1,Adventure Camper,2012,494,324,301.0,37.0
3185-1,Summer Riding Camp,2012,494,1158,1168.0,26.0
3186-1,Emma's  Horse Trailer,2012,494,232,225.0,19.0
3187-1,Butterfly Beauty Shop,2012,494,240,232.0,16.0
3188-1,Heartlake Vet,2012,494,371,362.0,23.0
3189-1,Heartlake Stables,2012,494,424,435.0,2.0
319-1,Truck with Trailer,1965,378,74,72.0,2.0
3194-1,Clikits Bracelet Heart,2004,500,9,4.0,5.0
3195-1,Clikits Bracelet Daisy,2004,500,9,1.0,8.0
3196-1,Clikits Bracelet Star,2004,500,9,0.0,9.0
3197-1,Small Aircraft,2001,466,15,14.0,1.0
320-1,Basic Building Set,1985,467,78,77.0,1.0
320-2,Airplane,1965,374,120,115.0,5.0
321-1,Clowns,1965,366,223,208.0,15.0
3219-1,TIE Fighter - Mini,2003,159,12,12.0,1.0
32-2,Large Ship Set,1973,433,57,49.0,8.0
322-1,Basic Set,1981,469,82,78.0,4.0
3221-1,LEGO® City Truck,2010,63,277,258.0,27.0
322-2,Town House,1964,367,171,171.0,0.0
3222-1,Helicopter and Limousine,2010,53,250,228.0,31.0
322-3,Basic Building Set + Storage Case,1983,469,2,1.0,0.0
3223-1,Orange Fish,2003,204,43,41.0,5.0
3225-1,Classic Train,1998,236,281,274.0,12.0
3226-1,Cars and Planes,1998,399,311,308.0,3.0
323-1,Train,1964,380,253,225.0,28.0
3233-1,Fantasy Bird,1998,399,28,30.0,0.0
3234-1,Fantasy Boat,1998,399,27,27.0,0.0
324-1,Ricky Racoon on his Scooter,1979,390,2,2.0,0.0
324-2,House with Garage,1964,367,174,168.0,6.0
3243-1,Scala Kitchen,1997,301,13,13.0,0.0
325-1,Basic Building Set,1990,467,109,109.0,0.0
325-2,Percy Pig's Wheelbarrow,1979,390,4,4.0,0.0
325-3,Shell Service Station,1966,367,101,87.0,14.0
3259-1,Kanoka Launcher And Disc,2004,346,2,1.0,1.0
326-1,Small Cottage,1965,367,63,60.0,3.0
327-1,Basic Building Set,1987,467,107,107.0,0.0
328-1,Moe Mouse's Roadster,1979,390,23,23.0,0.0
328-2,Biplane,1967,374,44,43.0,1.0
3287-1,Takutanuva,2004,347,2,0.0,0.0
329-1,Antique Car,1967,378,111,105.0,6.0
329-2,Bernard Bear and Pickup Truck,1979,390,27,27.0,0.0
3300000-1,"The Brick Apple (LEGO Store Grand Opening Set, Rockefeller Center, New York, NY)",2010,408,133,133.0,0.0
3300001-1,Brickley,2011,22,197,201.0,0.0
3300002-1,Holiday Set 2 of 2,2011,227,117,122.0,3.0
3300003-1,Lego Brand Retail Store,2012,408,279,243.0,36.0
3300005-1,"LEGO Store Grand Opening Exclusive Set, Copenhagen (KÃ¸benhavn), Denmark",2011,408,56,62.0,3.0
3300006-1,"The Routemaster Bus (LEGO Store Grand Opening Set, Westfield, London, UK)",2011,408,117,94.0,33.0
3300014-1,Holiday Set 2012,2012,227,109,116.0,2.0
3300020-1,Holiday Set 1 of 2,2011,227,98,104.0,0.0
3300-1,Harold the Helicopter,2006,504,6,6.0,0.0
330-1,Basic Building Set,1985,467,158,156.0,2.0
330-2,Gas Station,1978,364,211,200.0,11.0
3302-1,Soccer Field,1998,462,2,2.0,0.0
330-3,Jeep,1968,378,65,63.0,2.0
3303-1,Field Accessories,1998,462,50,53.0,0.0
3304-1,Dutch National Player,1998,462,4,4.0,0.0
3305-1,World Team Player,1998,462,4,4.0,0.0
3305-2,World Team Player - Limited Edition (England),1998,462,4,4.0,0.0
3305-3,World Team Player - Limited Edition (Netherlands),1998,462,4,4.0,0.0
3306-1,Soccer Goalies,1998,462,8,8.0,0.0
3308-1,Tribune,1998,462,85,82.0,3.0
3309-1,Head Tribune,1998,462,95,89.0,7.0
3310-1,Commentator and Press Box,1998,462,94,87.0,11.0
331-1,Dump Truck,1967,381,45,41.0,4.0
3311-1,Camera Tower,1998,462,100,89.0,11.0
3312-1,Medic's Station,1998,462,78,77.0,2.0
3313-1,Light Poles,1998,462,101,87.0,15.0
3314-1,Stadium Security,1998,462,143,125.0,19.0
3315-1,Olivia’s House,2012,494,733,737.0,28.0
3316-1,"Advent Calender 2012, Friends",2012,216,24,0.0,0.0
3316-10,"Advent Calendar 2012, Friends (Day 9) - Breakfast",2012,226,8,10.0,0.0
3316-11,"Advent Calendar 2012, Friends (Day 10) - Sled Trailer #1",2012,226,10,10.0,0.0
3316-12,"Advent Calendar 2012, Friends (Day 11) - Present for Dog",2012,226,8,8.0,0.0
3316-13,"Advent Calendar 2012, Friends (Day 12) - Dog",2012,226,1,1.0,0.0
3316-14,"Advent Calendar 2012, Friends (Day 13) - Stool and Plate with Candies",2012,226,9,6.0,4.0
3316-15,"Advent Calendar 2012, Friends (Day 14) - Dog Basket with Bone",2012,226,9,9.0,0.0
3316-16,"Advent Calendar 2012, Friends (Day 15) - Sled Trailer #2",2012,226,8,8.0,0.0
3316-17,"Advent Calendar 2012, Friends (Day 16) - Basket with Broom and Snow Balls",2012,226,6,10.0,0.0
3316-18,"Advent Calendar 2012, Friends (Day 17) - Mailbox with Letter",2012,226,8,10.0,0.0
3316-19,"Advent Calendar 2012, Friends (Day 18) - Lime/White Present With Letter",2012,226,8,8.0,0.0
3316-2,"Advent Calendar 2012, Friends (Day 1) - Olivia, Long Sleeve Chrismas Top",2012,226,4,4.0,0.0
3316-20,"Advent Calendar 2012, Friends (Day 19) - Handbag",2012,226,1,1.0,0.0
3316-21,"Advent Calendar 2012, Friends (Day 20) - Flower Arrangement",2012,226,8,11.0,0.0
3316-22,"Advent Calendar 2012, Friends (Day 21) - Fireplace",2012,226,21,22.0,3.0
3316-23,"Advent Calendar 2012, Friends (Day 22) - Christmas Tree",2012,226,18,22.0,1.0
3316-24,"Advent Calendar 2012, Friends (Day 23) - Medium Blue/White Present with Letter",2012,226,11,12.0,0.0
3316-25,"Advent Calendar 2012, Friends (Day 24) - Corner Table with Beauty Accessories",2012,226,11,9.0,3.0
3316-3,"Advent Calendar 2012, Friends (Day 2) - Sled",2012,226,9,10.0,0.0
3316-4,"Advent Calendar 2012, Friends (Day 3) - Street Light with Garland",2012,226,12,12.0,2.0
3316-5,"Advent Calendar 2012, Friends (Day 4) - Skis and Ski Poles",2012,226,4,4.0,0.0
3316-6,"Advent Calendar 2012, Friends (Day 5) - Snowman",2012,226,7,9.0,0.0
3316-7,"Advent Calendar 2012, Friends (Day 6) - Christina, Red Christmas Outfit",2012,226,4,4.0,0.0
3316-8,"Advent Calendar 2012, Friends (Day 7) - Friends Accessories",2012,226,20,20.0,0.0
3316-9,"Advent Calendar 2012, Friends (Day 8) - Table with Stool",2012,226,9,9.0,0.0
3317-1,German National Player,1998,462,4,4.0,0.0
3318-1,English Player,1998,462,4,4.0,0.0
3320-1,Austrian Player,1998,462,4,4.0,0.0
332-1,Tow Truck,1967,378,56,52.0,4.0
3323-1,Kaufhof Promotional Set: German National Player and Ball,1998,462,5,5.0,0.0
3324-1,Kaufhof Promotional Set: World Team Player and Ball,1998,462,5,5.0,0.0
3330-1,Racing Car,1998,468,17,16.0,1.0
333-1,Basic Set,1981,469,100,98.0,2.0
3331-1,Bird,1998,468,14,14.0,0.0
333-2,Delivery Truck,1967,382,68,64.0,4.0
3332-1,Plane,1998,468,18,17.0,1.0
3333-1,Helicopter,1998,468,17,16.0,1.0
3340-1,Star Wars #1 - Sith Minifig Pack,2000,166,30,27.0,3.0
334-1,Truck with Flatbed,1967,382,72,68.0,4.0
3341-1,Star Wars #2 - Luke/Han/Boba Minifig Pack,2000,169,25,24.0,1.0
3342-1,Star Wars #3 - Troopers/Chewie Minifig Pack,2000,169,25,23.0,3.0
3343-1,Star Wars #4 - Battle Droid Minifig Pack,2000,166,33,32.0,4.0
3344-1,One Minifig Pack - Ninja #1,2000,434,10,12.0,0.0
3345-1,Three Minifig Pack - Ninja #2,2000,434,24,24.0,0.0
3346-1,Three Minifig Pack - Ninja #3,2000,434,26,26.0,0.0
3347-1,One Minifig Pack - Rock Raiders #1,2000,442,8,8.0,2.0
3348-1,Three Minifig Pack - Rock Raiders #2,2000,442,23,27.0,0.0
3349-1,Three Minifig Pack - Rock Raiders #3,2000,442,29,28.0,3.0
3350-1,City #1,2000,50,27,27.0,2.0
335-1,Basic Building Set,1990,467,245,245.0,0.0
3351-1,Three Minifig Pack - City #2,2000,50,24,24.0,0.0
335-2,Transport Truck,1967,382,99,95.0,4.0
336-1,Fire Engine,1968,376,76,72.0,4.0
3365-1,Moon Buggy,2011,52,37,36.0,1.0
3366-1,Satellite Launcher,2011,52,164,142.0,29.0
3367-1,Space Shuttle,2011,52,230,209.0,27.0
3368-1,Rocket Launch Center,2011,52,498,473.0,34.0
337-1,Basic Building Set,1987,467,225,223.0,2.0
337-2,Truck with Crane and Caterpillar Track,1969,381,92,86.0,6.0
3380-1,Johnny Thunder Chupa Chups Promotional,2003,300,5,7.0,0.0
338-1,Ambulance,1970,420,74,68.0,6.0
3381-1,Lord Sam Sinister Chupa Chups Promotional,2003,300,5,6.0,0.0
338-2,Blondi the Pig and Taxi Station,1979,390,33,35.0,0.0
3382-1,Jing Lee the Wanderer Chupa Chups Promotional,2003,300,4,4.0,0.0
3383-1,Chef,2003,109,6,5.0,1.0
3384-1,Train Worker Chupa Chups Promotional,2003,239,4,4.0,0.0
3385-1,Conductor Charlie,2003,239,6,5.0,2.0
3386-1,Xtreme Stunts Pepper Roni Chupa Chups Promotional,2003,407,4,4.0,0.0
3387-1,Xtreme Stunts Brickster Chupa Chups Promotional,2003,407,4,4.0,0.0
